"File";"NEF";"TIFF";"Date Created";"Date Modified";"File Size";"Image Size";"Date Shot";"Time Zone and Date";"Image Quality";"Artist";"Copyright";"Image Comment";"Device";"Lens";"Focal Length";"Focus Mode";"AF-Area Mode";"VR";"AF Fine Tune";"Aperture";"Shutter Speed";"Exposure Mode";"Exposure Comp.";"Exposure Tuning";"Metering";"ISO Sensitivity";"Flash Device";"Flash Sync Mode";"Flash Mode";"White Balance";"Color Space";"High ISO NR";"Long Exposure NR";"Active D-Lighting";"Image Authentication";"Vignette Control";"Auto Distortion Control";"Picture Control";"Base";"Quick Adjust";"Sharpening";"Contrast";"Brightness";"Saturation";"Hue";"Filter Effects";"Toning";"Optimize Image";"Color Mode";"Tone Comp.";"Hue Adjustment";"Saturation";"Sharpening";"Latitude";"Longitude";"Altitude";"Altitude Reference";"Heading";"UTC";"Map Datum";"Scene Mode";"Keywords"
"r2219942at";"http://193.205.194.113/RAISE/NEF/r2219942at.NEF";"http://193.205.194.113/RAISE/TIFF/r2219942at.TIF";"9/20/2014 17:07";"4/12/2014 6:57";"23.1 MB";"L (4928 x 3264)";"57:02.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"90mm";"AF-A";"Dynamic";"ON";"OFF";"f/10";"1/160s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A1; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r670bcaddt";"http://193.205.194.113/RAISE/NEF/r670bcaddt.NEF";"http://193.205.194.113/RAISE/TIFF/r670bcaddt.TIF";"9/20/2014 17:07";"4/12/2014 6:57";"22.0 MB";"L (4928 x 3264)";"57:09.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"90mm";"AF-A";"Dynamic";"ON";"OFF";"f/10";"1/160s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A1; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r04989a70t";"http://193.205.194.113/RAISE/NEF/r04989a70t.NEF";"http://193.205.194.113/RAISE/TIFF/r04989a70t.TIF";"9/20/2014 17:12";"4/12/2014 7:55";"21.0 MB";"L (4928 x 3264)";"55:54.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"65mm";"AF-A";"Dynamic";"ON";"OFF";"f/5";"1/640s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A1; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"0";"1";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r6c5ace35t";"http://193.205.194.113/RAISE/NEF/r6c5ace35t.NEF";"http://193.205.194.113/RAISE/TIFF/r6c5ace35t.TIF";"9/20/2014 17:13";"4/2/2014 12:51";"20.5 MB";"L (4928 x 3264)";"51:36.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/1600s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r3a08b997t";"http://193.205.194.113/RAISE/NEF/r3a08b997t.NEF";"http://193.205.194.113/RAISE/TIFF/r3a08b997t.TIF";"9/20/2014 17:13";"4/2/2014 12:52";"21.3 MB";"L (4928 x 3264)";"52:12.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/2000s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r208f8ca5t";"http://193.205.194.113/RAISE/NEF/r208f8ca5t.NEF";"http://193.205.194.113/RAISE/TIFF/r208f8ca5t.TIF";"9/20/2014 17:14";"4/2/2014 13:30";"21.8 MB";"L (4928 x 3264)";"29:59.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/3.5";"1/3200s";"Aperture Priority";"0EV";"";"Matrix";"ISO 640";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"re0ceb2a8t";"http://193.205.194.113/RAISE/NEF/re0ceb2a8t.NEF";"http://193.205.194.113/RAISE/TIFF/re0ceb2a8t.TIF";"9/20/2014 17:14";"4/2/2014 13:43";"20.5 MB";"L (4928 x 3264)";"43:29.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/3.5";"1/6400s";"Aperture Priority";"0EV";"";"Matrix";"ISO 640";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rd9a29125t";"http://193.205.194.113/RAISE/NEF/rd9a29125t.NEF";"http://193.205.194.113/RAISE/TIFF/rd9a29125t.TIF";"9/20/2014 17:14";"4/2/2014 13:44";"21.4 MB";"L (4928 x 3264)";"44:29.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/800s";"Aperture Priority";"0EV";"";"Matrix";"ISO 400";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r65a4f768t";"http://193.205.194.113/RAISE/NEF/r65a4f768t.NEF";"http://193.205.194.113/RAISE/TIFF/r65a4f768t.TIF";"9/20/2014 17:14";"4/2/2014 13:58";"20.3 MB";"L (4928 x 3264)";"58:35.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/400s";"Aperture Priority";"0EV";"";"Matrix";"ISO 400";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r08b41f18t";"http://193.205.194.113/RAISE/NEF/r08b41f18t.NEF";"http://193.205.194.113/RAISE/TIFF/r08b41f18t.TIF";"9/20/2014 17:14";"4/2/2014 13:58";"19.7 MB";"L (4928 x 3264)";"58:49.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/400s";"Aperture Priority";"0EV";"";"Matrix";"ISO 400";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r108ae9b6t";"http://193.205.194.113/RAISE/NEF/r108ae9b6t.NEF";"http://193.205.194.113/RAISE/TIFF/r108ae9b6t.TIF";"9/20/2014 17:14";"4/2/2014 13:58";"20.7 MB";"L (4928 x 3264)";"58:57.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/500s";"Aperture Priority";"0EV";"";"Matrix";"ISO 400";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r47961f38t";"http://193.205.194.113/RAISE/NEF/r47961f38t.NEF";"http://193.205.194.113/RAISE/TIFF/r47961f38t.TIF";"9/20/2014 17:16";"4/2/2014 14:02";"19.6 MB";"L (4928 x 3264)";"02:27.0";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"38mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/640s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"refadd114t";"http://193.205.194.113/RAISE/NEF/refadd114t.NEF";"http://193.205.194.113/RAISE/TIFF/refadd114t.TIF";"9/20/2014 17:16";"4/2/2014 14:02";"17.8 MB";"L (4928 x 3264)";"02:32.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"170mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.6";"1/320s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rfe34d79bt";"http://193.205.194.113/RAISE/NEF/rfe34d79bt.NEF";"http://193.205.194.113/RAISE/TIFF/rfe34d79bt.TIF";"9/20/2014 17:16";"4/2/2014 14:02";"18.1 MB";"L (4928 x 3264)";"02:38.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"95mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.3";"1/320s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r41eac9fdt";"http://193.205.194.113/RAISE/NEF/r41eac9fdt.NEF";"http://193.205.194.113/RAISE/TIFF/r41eac9fdt.TIF";"9/20/2014 17:16";"4/2/2014 14:02";"18.4 MB";"L (4928 x 3264)";"02:42.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"95mm";"AF-A";"Dynamic";"ON";"OFF";"f/5.3";"1/320s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r88462c70t";"http://193.205.194.113/RAISE/NEF/r88462c70t.NEF";"http://193.205.194.113/RAISE/TIFF/r88462c70t.TIF";"9/20/2014 17:16";"4/2/2014 14:11";"21.1 MB";"L (4928 x 3264)";"11:57.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/2500s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r67ed5406t";"http://193.205.194.113/RAISE/NEF/r67ed5406t.NEF";"http://193.205.194.113/RAISE/TIFF/r67ed5406t.TIF";"9/20/2014 17:17";"4/2/2014 14:12";"21.5 MB";"L (4928 x 3264)";"12:01.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/1000s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r2e11e2d5t";"http://193.205.194.113/RAISE/NEF/r2e11e2d5t.NEF";"http://193.205.194.113/RAISE/TIFF/r2e11e2d5t.TIF";"9/20/2014 17:17";"4/2/2014 14:14";"20.9 MB";"L (4928 x 3264)";"14:15.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/1250s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r00c4a543t";"http://193.205.194.113/RAISE/NEF/r00c4a543t.NEF";"http://193.205.194.113/RAISE/TIFF/r00c4a543t.TIF";"9/20/2014 17:17";"4/2/2014 14:20";"19.2 MB";"L (4928 x 3264)";"20:56.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"35mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/2000s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r9635f2c8t";"http://193.205.194.113/RAISE/NEF/r9635f2c8t.NEF";"http://193.205.194.113/RAISE/TIFF/r9635f2c8t.TIF";"9/20/2014 17:17";"4/2/2014 14:21";"22.4 MB";"L (4928 x 3264)";"21:06.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/2500s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rae92b8e8t";"http://193.205.194.113/RAISE/NEF/rae92b8e8t.NEF";"http://193.205.194.113/RAISE/TIFF/rae92b8e8t.TIF";"9/20/2014 17:17";"4/2/2014 14:21";"23.0 MB";"L (4928 x 3264)";"21:12.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/4.5";"1/5000s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"6";"2";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r5b855a71t";"http://193.205.194.113/RAISE/NEF/r5b855a71t.NEF";"http://193.205.194.113/RAISE/TIFF/r5b855a71t.TIF";"9/20/2014 17:32";"2/28/2014 12:18";"22.1 MB";"L (4928 x 3264)";"18:57.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"44mm";"AF-A";"Dynamic";"ON";"OFF";"f/22";"1/125s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; B1; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"-1";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rf2546e7ct";"http://193.205.194.113/RAISE/NEF/rf2546e7ct.NEF";"http://193.205.194.113/RAISE/TIFF/rf2546e7ct.TIF";"9/20/2014 17:32";"2/28/2014 12:20";"19.0 MB";"L (4928 x 3264)";"20:47.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"38mm";"AF-A";"Dynamic";"ON";"OFF";"f/14";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; B1; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"-1";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r8b2b19act";"http://193.205.194.113/RAISE/NEF/r8b2b19act.NEF";"http://193.205.194.113/RAISE/TIFF/r8b2b19act.TIF";"9/20/2014 17:33";"2/28/2014 12:21";"20.4 MB";"L (4928 x 3264)";"21:52.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/60s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; B1; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"-1";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r0a8e5f8at";"http://193.205.194.113/RAISE/NEF/r0a8e5f8at.NEF";"http://193.205.194.113/RAISE/TIFF/r0a8e5f8at.TIF";"9/20/2014 17:33";"2/28/2014 12:22";"20.4 MB";"L (4928 x 3264)";"22:08.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"65mm";"AF-A";"Dynamic";"ON";"OFF";"f/11";"1/100s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; B1; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"-1";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r8d4d3d6bt";"http://193.205.194.113/RAISE/NEF/r8d4d3d6bt.NEF";"http://193.205.194.113/RAISE/TIFF/r8d4d3d6bt.TIF";"9/20/2014 17:33";"2/28/2014 12:24";"20.7 MB";"L (4928 x 3264)";"24:41.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"29mm";"AF-A";"Dynamic";"ON";"OFF";"f/10";"1/100s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; B1; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[SD] STANDARD";"[SD] STANDARD";"-";"5";"-1";"1";"-1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"receae2a8t";"http://193.205.194.113/RAISE/NEF/receae2a8t.NEF";"http://193.205.194.113/RAISE/TIFF/receae2a8t.TIF";"9/20/2014 17:35";"2/28/2014 12:30";"18.9 MB";"L (4928 x 3264)";"30:42.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"50mm";"AF-A";"Dynamic";"ON";"OFF";"f/16";"1/160s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r323f240et";"http://193.205.194.113/RAISE/NEF/r323f240et.NEF";"http://193.205.194.113/RAISE/TIFF/r323f240et.TIF";"9/20/2014 17:36";"2/28/2014 12:31";"19.6 MB";"L (4928 x 3264)";"31:07.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"40mm";"AF-A";"Dynamic";"ON";"OFF";"f/11";"1/160s";"Manual";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"ra8e92064t";"http://193.205.194.113/RAISE/NEF/ra8e92064t.NEF";"http://193.205.194.113/RAISE/TIFF/ra8e92064t.TIF";"9/20/2014 17:37";"2/28/2014 12:34";"22.1 MB";"L (4928 x 3264)";"34:17.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"46mm";"AF-A";"Dynamic";"ON";"OFF";"f/9";"1/200s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rb423c394t";"http://193.205.194.113/RAISE/NEF/rb423c394t.NEF";"http://193.205.194.113/RAISE/TIFF/rb423c394t.TIF";"9/20/2014 17:37";"2/28/2014 12:35";"22.8 MB";"L (4928 x 3264)";"35:22.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"18mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/40s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r26305b86t";"http://193.205.194.113/RAISE/NEF/r26305b86t.NEF";"http://193.205.194.113/RAISE/TIFF/r26305b86t.TIF";"9/20/2014 17:37";"2/28/2014 12:36";"22.0 MB";"L (4928 x 3264)";"36:02.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"32mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/80s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r34455ddbt";"http://193.205.194.113/RAISE/NEF/r34455ddbt.NEF";"http://193.205.194.113/RAISE/TIFF/r34455ddbt.TIF";"9/20/2014 17:38";"2/28/2014 12:36";"19.4 MB";"L (4928 x 3264)";"36:40.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"22mm";"AF-A";"Dynamic";"ON";"OFF";"f/13";"1/80s";"Aperture Priority";"0EV";"";"Matrix";"ISO 320";"";"";"";"Shade; 0; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"5";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
